CustomerID,Cliente,ProductID,Producto,Categoria,Proveedor,UnidadesTotales,TotalPedidos,PromedioPorPedido,MaximoPorPedido,MinimoPorPedido,ValorTotal
FRANR,France restauration,29,Thüringer Rostbratwurst,Meat/Poultry,Plutzer Lebensmittelgroßmärkte AG,14,1,14,14,14,"1733,06"
FRANR,France restauration,65,Louisiana Fiery Hot Pepper Sauce,Condiments,New Orleans Cajun Delights,12,1,12,12,12,"252,60"
FRANR,France restauration,62,Tarte au sucre,Confections,Forêts d'érables,10,1,10,10,10,"493,00"
FRANR,France restauration,16,Pavlova,Confections,"Pavlova, Ltd.",10,1,10,10,10,"174,50"
FRANR,France restauration,51,Manjimup Dried Apples,Produce,"G'day, Mate",3,1,3,3,3,"159,00"
FRANS,Franchi S.p.A.,51,Manjimup Dried Apples,Produce,"G'day, Mate",10,1,10,10,10,"530,00"
FRANS,Franchi S.p.A.,77,Original Frankfurter grüne Soße,Condiments,Plutzer Lebensmittelgroßmärkte AG,10,1,10,10,10,"130,00"
FRANS,Franchi S.p.A.,18,Carnarvon Tigers,Seafood,"Pavlova, Ltd.",8,1,8,8,8,"500,00"
FRANS,Franchi S.p.A.,19,Teatime Chocolate Biscuits,Confections,"Specialty Biscuits, Ltd.",5,1,5,5,5,"46,00"
FRANS,Franchi S.p.A.,47,Zaanse koeken,Confections,Zaanse Snoepfabriek,5,1,5,5,5,"47,50"
FRANS,Franchi S.p.A.,74,Longlife Tofu,Produce,Tokyo Traders,5,1,5,5,5,"50,00"
FRANS,Franchi S.p.A.,45,Rogede sild,Seafood,Lyngbysild,4,1,4,4,4,"38,00"
FRANS,Franchi S.p.A.,60,Camembert Pierrot,Dairy Products,Gai pâturage,4,1,4,4,4,"136,00"
FRANS,Franchi S.p.A.,26,Gumbär Gummibärchen,Confections,Heli Süßwaren GmbH & Co. KG,2,1,2,2,2,"49,80"
FRANS,Franchi S.p.A.,40,Boston Crab Meat,Seafood,New England Seafood Cannery,1,1,1,1,1,"18,40"
FRANK,Frankenversand,71,Flotemysost,Dairy Products,Norske Meierier,120,2,60,60,60,"2322,00"
FRANK,Frankenversand,21,Sir Rodney's Scones,Confections,"Specialty Biscuits, Ltd.",117,3,39,60,25,"1170,00"
FRANK,Frankenversand,23,Tunnbröd,Grains/Cereals,PB Knäckebröd AB,112,3,37,40,32,"864,00"
FRANK,Frankenversand,59,Raclette Courdavault,Dairy Products,Gai pâturage,100,2,50,70,30,"4400,00"
FRANK,Frankenversand,75,Rhönbräu Klosterbier,Beverages,Plutzer Lebensmittelgroßmärkte AG,74,2,37,49,25,"573,50"
FRANK,Frankenversand,73,Röd Kaviar,Seafood,Svensk Sjöföda AB,70,2,35,50,20,"990,00"
FRANK,Frankenversand,19,Teatime Chocolate Biscuits,Confections,"Specialty Biscuits, Ltd.",65,2,32,50,15,"598,00"
FRANK,Frankenversand,36,Inlagd Sill,Seafood,Svensk Sjöföda AB,60,2,30,40,20,"912,00"
FRANK,Frankenversand,46,Spegesild,Seafood,Lyngbysild,60,1,60,60,60,"720,00"
FRANK,Frankenversand,31,Gorgonzola Telino,Dairy Products,Formaggi Fortini s.r.l.,56,1,56,56,56,"560,00"
FRANK,Frankenversand,60,Camembert Pierrot,Dairy Products,Gai pâturage,56,2,28,36,20,"1904,00"
FRANK,Frankenversand,14,Tofu,Produce,Mayumi's,51,2,25,30,21,"1185,75"
FRANK,Frankenversand,54,Tourtière,Meat/Poultry,Ma Maison,50,2,25,35,15,"372,50"
FRANK,Frankenversand,40,Boston Crab Meat,Seafood,New England Seafood Cannery,50,1,50,50,50,"735,00"
FRANK,Frankenversand,72,Mozzarella di Giovanni,Dairy Products,Formaggi Fortini s.r.l.,46,2,23,25,21,"1278,80"
FRANK,Frankenversand,24,Guaraná Fantástica,Beverages,Refrescos Americanas LTDA,43,2,21,40,3,"193,50"
FRANK,Frankenversand,55,Pâté chinois,Meat/Poultry,Ma Maison,40,1,40,40,40,"768,00"
FRANK,Frankenversand,58,Escargots de Bourgogne,Seafood,Escargots Nouveaux,30,1,30,30,30,"397,50"
FRANK,Frankenversand,64,Wimmers gute Semmelknödel,Grains/Cereals,Plutzer Lebensmittelgroßmärkte AG,30,1,30,30,30,"997,50"
FRANK,Frankenversand,35,Steeleye Stout,Beverages,Bigfoot Breweries,30,1,30,30,30,"540,00"
FRANK,Frankenversand,16,Pavlova,Confections,"Pavlova, Ltd.",30,1,30,30,30,"523,50"
FRANK,Frankenversand,37,Gravad lax,Seafood,Svensk Sjöföda AB,28,1,28,28,28,"582,40"
FRANK,Frankenversand,67,Laughing Lumberjack Lager,Beverages,Bigfoot Breweries,25,1,25,25,25,"350,00"
FRANK,Frankenversand,69,Gudbrandsdalsost,Dairy Products,Norske Meierier,25,1,25,25,25,"900,00"
FRANK,Frankenversand,26,Gumbär Gummibärchen,Confections,Heli Süßwaren GmbH & Co. KG,24,1,24,24,24,"597,60"
FRANK,Frankenversand,2,Chang,Beverages,Exotic Liquids,24,1,24,24,24,"364,80"
FRANK,Frankenversand,30,Nord-Ost Matjeshering,Seafood,Nord-Ost-Fisch Handelsgesellschaft mbH,20,1,20,20,20,"517,80"
FRANK,Frankenversand,41,Jack's New England Clam Chowder,Seafood,New England Seafood Cannery,20,1,20,20,20,"193,00"
FRANK,Frankenversand,62,Tarte au sucre,Confections,Forêts d'érables,15,1,15,15,15,"739,50"
FRANK,Frankenversand,76,Lakkalikööri,Beverages,Karkki Oy,15,1,15,15,15,"216,00"
FRANK,Frankenversand,77,Original Frankfurter grüne Soße,Condiments,Plutzer Lebensmittelgroßmärkte AG,15,1,15,15,15,"195,00"
FRANK,Frankenversand,29,Thüringer Rostbratwurst,Meat/Poultry,Plutzer Lebensmittelgroßmärkte AG,14,1,14,14,14,"1733,06"
FRANK,Frankenversand,53,Perth Pasties,Meat/Poultry,"G'day, Mate",10,1,10,10,10,"328,00"
FURIB,Furia Bacalhau e Frutos do Mar,65,Louisiana Fiery Hot Pepper Sauce,Condiments,New Orleans Cajun Delights,55,2,27,40,15,"987,75"
FURIB,Furia Bacalhau e Frutos do Mar,44,Gula Malacca,Condiments,Leka Trading,55,2,27,40,15,"1010,50"
FURIB,Furia Bacalhau e Frutos do Mar,56,Gnocchi di nonna Alice,Grains/Cereals,Pasta Buttini s.r.l.,42,2,21,30,12,"1368,00"
FURIB,Furia Bacalhau e Frutos do Mar,16,Pavlova,Confections,"Pavlova, Ltd.",40,1,40,40,40,"698,00"
FURIB,Furia Bacalhau e Frutos do Mar,10,Ikura,Seafood,Tokyo Traders,24,1,24,24,24,"744,00"
FURIB,Furia Bacalhau e Frutos do Mar,60,Camembert Pierrot,Dairy Products,Gai pâturage,22,2,11,20,2,"612,00"
FURIB,Furia Bacalhau e Frutos do Mar,54,Tourtière,Meat/Poultry,Ma Maison,20,1,20,20,20,"118,00"
FURIB,Furia Bacalhau e Frutos do Mar,35,Steeleye Stout,Beverages,Bigfoot Breweries,20,1,20,20,20,"360,00"
FURIB,Furia Bacalhau e Frutos do Mar,4,Chef Anton's Cajun Seasoning,Condiments,New Orleans Cajun Delights,16,1,16,16,16,"281,60"
FURIB,Furia Bacalhau e Frutos do Mar,24,Guaraná Fantástica,Beverages,Refrescos Americanas LTDA,10,1,10,10,10,"36,00"
FURIB,Furia Bacalhau e Frutos do Mar,68,Scottish Longbreads,Confections,"Specialty Biscuits, Ltd.",10,1,10,10,10,"100,00"
FURIB,Furia Bacalhau e Frutos do Mar,76,Lakkalikööri,Beverages,Karkki Oy,10,1,10,10,10,"180,00"
FURIB,Furia Bacalhau e Frutos do Mar,59,Raclette Courdavault,Dairy Products,Gai pâturage,9,1,9,9,9,"396,00"
FURIB,Furia Bacalhau e Frutos do Mar,77,Original Frankfurter grüne Soße,Condiments,Plutzer Lebensmittelgroßmärkte AG,7,1,7,7,7,"72,80"
FURIB,Furia Bacalhau e Frutos do Mar,48,Chocolade,Confections,Zaanse Snoepfabriek,6,1,6,6,6,"76,50"
FURIB,Furia Bacalhau e Frutos do Mar,43,Ipoh Coffee,Beverages,Leka Trading,3,1,3,3,3,"110,40"
GALED,Galería del gastrónomo,64,Wimmers gute Semmelknödel,Grains/Cereals,Plutzer Lebensmittelgroßmärkte AG,7,1,7,7,7,"186,20"
GALED,Galería del gastrónomo,65,Louisiana Fiery Hot Pepper Sauce,Condiments,New Orleans Cajun Delights,5,1,5,5,5,"84,00"
GALED,Galería del gastrónomo,76,Lakkalikööri,Beverages,Karkki Oy,5,1,5,5,5,"90,00"
GALED,Galería del gastrónomo,77,Original Frankfurter grüne Soße,Condiments,Plutzer Lebensmittelgroßmärkte AG,5,1,5,5,5,"52,00"
GALED,Galería del gastrónomo,10,Ikura,Seafood,Tokyo Traders,5,1,5,5,5,"155,00"
GALED,Galería del gastrónomo,25,NuNuCa Nuß-Nougat-Creme,Confections,Heli Süßwaren GmbH & Co. KG,5,1,5,5,5,"70,00"
GALED,Galería del gastrónomo,47,Zaanse koeken,Confections,Zaanse Snoepfabriek,5,1,5,5,5,"47,50"
GALED,Galería del gastrónomo,56,Gnocchi di nonna Alice,Grains/Cereals,Pasta Buttini s.r.l.,5,1,5,5,5,"152,00"
GODOS,Godos Cocina Típica,65,Louisiana Fiery Hot Pepper Sauce,Condiments,New Orleans Cajun Delights,51,2,25,30,21,"946,05"
GODOS,Godos Cocina Típica,40,Boston Crab Meat,Seafood,New England Seafood Cannery,40,1,40,40,40,"588,00"
GODOS,Godos Cocina Típica,51,Manjimup Dried Apples,Produce,"G'day, Mate",40,1,40,40,40,"2120,00"
GODOS,Godos Cocina Típica,68,Scottish Longbreads,Confections,"Specialty Biscuits, Ltd.",33,2,16,18,15,"375,00"
GODOS,Godos Cocina Típica,64,Wimmers gute Semmelknödel,Grains/Cereals,Plutzer Lebensmittelgroßmärkte AG,24,2,12,15,9,"798,00"
GODOS,Godos Cocina Típica,62,Tarte au sucre,Confections,Forêts d'érables,20,1,20,20,20,"986,00"
GODOS,Godos Cocina Típica,2,Chang,Beverages,Exotic Liquids,20,1,20,20,20,"380,00"
GODOS,Godos Cocina Típica,17,Alice Mutton,Meat/Poultry,"Pavlova, Ltd.",20,2,10,12,8,"780,00"
GODOS,Godos Cocina Típica,29,Thüringer Rostbratwurst,Meat/Poultry,Plutzer Lebensmittelgroßmärkte AG,20,1,20,20,20,"2475,80"
GODOS,Godos Cocina Típica,36,Inlagd Sill,Seafood,Svensk Sjöföda AB,18,1,18,18,18,"342,00"
GODOS,Godos Cocina Típica,67,Laughing Lumberjack Lager,Beverages,Bigfoot Breweries,15,1,15,15,15,"210,00"
GODOS,Godos Cocina Típica,55,Pâté chinois,Meat/Poultry,Ma Maison,14,2,7,10,4,"336,00"
GODOS,Godos Cocina Típica,24,Guaraná Fantástica,Beverages,Refrescos Americanas LTDA,12,1,12,12,12,"54,00"
GODOS,Godos Cocina Típica,61,Sirop d'érable,Condiments,Forêts d'érables,10,1,10,10,10,"285,00"
GODOS,Godos Cocina Típica,19,Teatime Chocolate Biscuits,Confections,"Specialty Biscuits, Ltd.",10,1,10,10,10,"92,00"
GODOS,Godos Cocina Típica,10,Ikura,Seafood,Tokyo Traders,10,1,10,10,10,"310,00"
GODOS,Godos Cocina Típica,1,Chai,Beverages,Exotic Liquids,10,1,10,10,10,"180,00"
GODOS,Godos Cocina Típica,60,Camembert Pierrot,Dairy Products,Gai pâturage,9,1,9,9,9,"306,00"
GODOS,Godos Cocina Típica,50,Valkoinen suklaa,Confections,Karkki Oy,9,1,9,9,9,"146,25"
GODOS,Godos Cocina Típica,21,Sir Rodney's Scones,Confections,"Specialty Biscuits, Ltd.",6,1,6,6,6,"60,00"
GODOS,Godos Cocina Típica,70,Outback Lager,Beverages,"Pavlova, Ltd.",4,1,4,4,4,"60,00"
GOURL,Gourmet Lanchonetes,8,Northwoods Cranberry Sauce,Condiments,Grandma Kelly's Homestead,40,1,40,40,40,"1600,00"
GOURL,Gourmet Lanchonetes,42,Singaporean Hokkien Fried Mee,Grains/Cereals,Leka Trading,40,2,20,20,20,"560,00"
GOURL,Gourmet Lanchonetes,6,Grandma's Boysenberry Spread,Condiments,Grandma Kelly's Homestead,30,1,30,30,30,"750,00"
GOURL,Gourmet Lanchonetes,51,Manjimup Dried Apples,Produce,"G'day, Mate",28,1,28,28,28,"1484,00"
GOURL,Gourmet Lanchonetes,56,Gnocchi di nonna Alice,Grains/Cereals,Pasta Buttini s.r.l.,20,1,20,20,20,"760,00"
GOURL,Gourmet Lanchonetes,59,Raclette Courdavault,Dairy Products,Gai pâturage,20,1,20,20,20,"880,00"
GOURL,Gourmet Lanchonetes,75,Rhönbräu Klosterbier,Beverages,Plutzer Lebensmittelgroßmärkte AG,20,1,20,20,20,"155,00"
GOURL,Gourmet Lanchonetes,76,Lakkalikööri,Beverages,Karkki Oy,20,1,20,20,20,"360,00"
GOURL,Gourmet Lanchonetes,10,Ikura,Seafood,Tokyo Traders,20,1,20,20,20,"620,00"
GOURL,Gourmet Lanchonetes,30,Nord-Ost Matjeshering,Seafood,Nord-Ost-Fisch Handelsgesellschaft mbH,17,2,8,15,2,"440,13"
GOURL,Gourmet Lanchonetes,47,Zaanse koeken,Confections,Zaanse Snoepfabriek,15,1,15,15,15,"142,50"
GOURL,Gourmet Lanchonetes,31,Gorgonzola Telino,Dairy Products,Formaggi Fortini s.r.l.,14,1,14,14,14,"140,00"
GOURL,Gourmet Lanchonetes,60,Camembert Pierrot,Dairy Products,Gai pâturage,10,1,10,10,10,"340,00"
GOURL,Gourmet Lanchonetes,2,Chang,Beverages,Exotic Liquids,10,1,10,10,10,"190,00"
GOURL,Gourmet Lanchonetes,12,Queso Manchego La Pastora,Dairy Products,Cooperativa de Quesos 'Las Cabras',4,1,4,4,4,"152,00"
GOURL,Gourmet Lanchonetes,41,Jack's New England Clam Chowder,Seafood,New England Seafood Cannery,4,1,4,4,4,"38,60"
GOURL,Gourmet Lanchonetes,7,Uncle Bob's Organic Dried Pears,Produce,Grandma Kelly's Homestead,3,1,3,3,3,"90,00"
GREAL,Great Lakes Food Market,38,Côte de Blaye,Beverages,Aux joyeux ecclésiastiques,45,2,22,30,15,"11857,50"
GREAL,Great Lakes Food Market,21,Sir Rodney's Scones,Confections,"Specialty Biscuits, Ltd.",32,2,16,20,12,"320,00"
GREAL,Great Lakes Food Market,19,Teatime Chocolate Biscuits,Confections,"Specialty Biscuits, Ltd.",30,1,30,30,30,"276,00"
GREAL,Great Lakes Food Market,36,Inlagd Sill,Seafood,Svensk Sjöföda AB,30,1,30,30,30,"570,00"
GREAL,Great Lakes Food Market,59,Raclette Courdavault,Dairy Products,Gai pâturage,30,1,30,30,30,"1650,00"
GREAL,Great Lakes Food Market,44,Gula Malacca,Condiments,Leka Trading,28,1,28,28,28,"544,60"
GREAL,Great Lakes Food Market,64,Wimmers gute Semmelknödel,Grains/Cereals,Plutzer Lebensmittelgroßmärkte AG,28,1,28,28,28,"931,00"
GREAL,Great Lakes Food Market,62,Tarte au sucre,Confections,Forêts d'érables,20,1,20,20,20,"986,00"
GREAL,Great Lakes Food Market,60,Camembert Pierrot,Dairy Products,Gai pâturage,15,1,15,15,15,"510,00"
GREAL,Great Lakes Food Market,70,Outback Lager,Beverages,"Pavlova, Ltd.",15,1,15,15,15,"225,00"
GREAL,Great Lakes Food Market,71,Flotemysost,Dairy Products,Norske Meierier,15,1,15,15,15,"322,50"
GREAL,Great Lakes Food Market,56,Gnocchi di nonna Alice,Grains/Cereals,Pasta Buttini s.r.l.,14,1,14,14,14,"532,00"
GREAL,Great Lakes Food Market,72,Mozzarella di Giovanni,Dairy Products,Formaggi Fortini s.r.l.,9,1,9,9,9,"313,20"
GREAL,Great Lakes Food Market,33,Geitost,Dairy Products,Norske Meierier,8,1,8,8,8,"20,00"
GREAL,Great Lakes Food Market,1,Chai,Beverages,Exotic Liquids,8,1,8,8,8,"144,00"
GREAL,Great Lakes Food Market,47,Zaanse koeken,Confections,Zaanse Snoepfabriek,6,1,6,6,6,"57,00"
GREAL,Great Lakes Food Market,35,Steeleye Stout,Beverages,Bigfoot Breweries,4,1,4,4,4,"72,00"
GREAL,Great Lakes Food Market,11,Queso Cabrales,Dairy Products,Cooperativa de Quesos 'Las Cabras',3,1,3,3,3,"63,00"
GREAL,Great Lakes Food Market,14,Tofu,Produce,Mayumi's,3,1,3,3,3,"69,75"
GREAL,Great Lakes Food Market,29,Thüringer Rostbratwurst,Meat/Poultry,Plutzer Lebensmittelgroßmärkte AG,2,1,2,2,2,"247,58"
GROSR,GROSELLA-Restaurante,10,Ikura,Seafood,Tokyo Traders,10,1,10,10,10,"310,00"
GROSR,GROSELLA-Restaurante,29,Thüringer Rostbratwurst,Meat/Poultry,Plutzer Lebensmittelgroßmärkte AG,10,1,10,10,10,"990,00"
GROSR,GROSELLA-Restaurante,75,Rhönbräu Klosterbier,Beverages,Plutzer Lebensmittelgroßmärkte AG,10,1,10,10,10,"77,50"
GROSR,GROSELLA-Restaurante,72,Mozzarella di Giovanni,Dairy Products,Formaggi Fortini s.r.l.,4,1,4,4,4,"111,20"
HANAR,Hanari Carnes,65,Louisiana Fiery Hot Pepper Sauce,Condiments,New Orleans Cajun Delights,72,3,24,36,15,"1451,85"
HANAR,Hanari Carnes,77,Original Frankfurter grüne Soße,Condiments,Plutzer Lebensmittelgroßmärkte AG,70,2,35,40,30,"910,00"
HANAR,Hanari Carnes,24,Guaraná Fantástica,Beverages,Refrescos Americanas LTDA,70,2,35,35,35,"315,00"
HANAR,Hanari Carnes,10,Ikura,Seafood,Tokyo Traders,70,1,70,70,70,"2170,00"
HANAR,Hanari Carnes,38,Côte de Blaye,Beverages,Aux joyeux ecclésiastiques,69,3,23,60,4,"18181,50"
HANAR,Hanari Carnes,31,Gorgonzola Telino,Dairy Products,Formaggi Fortini s.r.l.,65,3,21,35,10,"762,50"
HANAR,Hanari Carnes,39,Chartreuse verte,Beverages,Aux joyeux ecclésiastiques,42,1,42,42,42,"604,80"
HANAR,Hanari Carnes,49,Maxilaku,Confections,Karkki Oy,40,1,40,40,40,"640,00"
HANAR,Hanari Carnes,36,Inlagd Sill,Seafood,Svensk Sjöföda AB,40,2,20,25,15,"760,00"
HANAR,Hanari Carnes,13,Konbu,Seafood,Mayumi's,40,1,40,40,40,"240,00"
HANAR,Hanari Carnes,19,Teatime Chocolate Biscuits,Confections,"Specialty Biscuits, Ltd.",35,1,35,35,35,"322,00"
HANAR,Hanari Carnes,51,Manjimup Dried Apples,Produce,"G'day, Mate",35,1,35,35,35,"1484,00"
HANAR,Hanari Carnes,69,Gudbrandsdalsost,Dairy Products,Norske Meierier,30,1,30,30,30,"1080,00"
HANAR,Hanari Carnes,43,Ipoh Coffee,Beverages,Leka Trading,30,1,30,30,30,"1380,00"
HANAR,Hanari Carnes,68,Scottish Longbreads,Confections,"Specialty Biscuits, Ltd.",20,1,20,20,20,"250,00"
HANAR,Hanari Carnes,56,Gnocchi di nonna Alice,Grains/Cereals,Pasta Buttini s.r.l.,20,1,20,20,20,"760,00"
HANAR,Hanari Carnes,18,Carnarvon Tigers,Seafood,"Pavlova, Ltd.",20,1,20,20,20,"1250,00"
HANAR,Hanari Carnes,17,Alice Mutton,Meat/Poultry,"Pavlova, Ltd.",15,1,15,15,15,"585,00"
HANAR,Hanari Carnes,11,Queso Cabrales,Dairy Products,Cooperativa de Quesos 'Las Cabras',15,1,15,15,15,"315,00"
HANAR,Hanari Carnes,52,Filo Mix,Grains/Cereals,"G'day, Mate",12,1,12,12,12,"84,00"
HANAR,Hanari Carnes,41,Jack's New England Clam Chowder,Seafood,New England Seafood Cannery,10,1,10,10,10,"77,00"
HANAR,Hanari Carnes,61,Sirop d'érable,Condiments,Forêts d'érables,10,1,10,10,10,"285,00"
HANAR,Hanari Carnes,71,Flotemysost,Dairy Products,Norske Meierier,9,1,9,9,9,"193,50"
HILAA,HILARION-Abastos,75,Rhönbräu Klosterbier,Beverages,Plutzer Lebensmittelgroßmärkte AG,106,3,35,40,30,"765,70"
HILAA,HILARION-Abastos,59,Raclette Courdavault,Dairy Products,Gai pâturage,95,2,47,60,35,"4565,00"
HILAA,HILARION-Abastos,53,Perth Pasties,Meat/Poultry,"G'day, Mate",70,1,70,70,70,"1834,00"
HILAA,HILARION-Abastos,13,Konbu,Seafood,Mayumi's,68,2,34,60,8,"408,00"
HILAA,HILARION-Abastos,40,Boston Crab Meat,Seafood,New England Seafood Cannery,65,2,32,60,5,"1196,00"
HILAA,HILARION-Abastos,41,Jack's New England Clam Chowder,Seafood,New England Seafood Cannery,54,2,27,30,24,"521,10"
HILAA,HILARION-Abastos,2,Chang,Beverages,Exotic Liquids,50,1,50,50,50,"950,00"
HILAA,HILARION-Abastos,69,Gudbrandsdalsost,Dairy Products,Norske Meierier,50,3,16,24,8,"1742,40"
HILAA,HILARION-Abastos,51,Manjimup Dried Apples,Produce,"G'day, Mate",45,2,22,25,20,"2120,00"
HILAA,HILARION-Abastos,64,Wimmers gute Semmelknödel,Grains/Cereals,Plutzer Lebensmittelgroßmärkte AG,43,2,21,35,8,"1429,75"
HILAA,HILARION-Abastos,35,Steeleye Stout,Beverages,Bigfoot Breweries,40,1,40,40,40,"720,00"
HILAA,HILARION-Abastos,24,Guaraná Fantástica,Beverages,Refrescos Americanas LTDA,39,3,13,15,10,"175,50"
HILAA,HILARION-Abastos,30,Nord-Ost Matjeshering,Seafood,Nord-Ost-Fisch Handelsgesellschaft mbH,30,1,30,30,30,"776,70"
HILAA,HILARION-Abastos,42,Singaporean Hokkien Fried Mee,Grains/Cereals,Leka Trading,30,1,30,30,30,"420,00"
HILAA,HILARION-Abastos,68,Scottish Longbreads,Confections,"Specialty Biscuits, Ltd.",30,1,30,30,30,"300,00"
HILAA,HILARION-Abastos,71,Flotemysost,Dairy Products,Norske Meierier,30,1,30,30,30,"645,00"
HILAA,HILARION-Abastos,46,Spegesild,Seafood,Lyngbysild,28,1,28,28,28,"268,80"
HILAA,HILARION-Abastos,27,Schoggi Schokolade,Confections,Heli Süßwaren GmbH & Co. KG,25,1,25,25,25,"877,50"
HILAA,HILARION-Abastos,26,Gumbär Gummibärchen,Confections,Heli Süßwaren GmbH & Co. KG,21,1,21,21,21,"655,83"
HILAA,HILARION-Abastos,28,Rössle Sauerkraut,Produce,Plutzer Lebensmittelgroßmärkte AG,20,1,20,20,20,"912,00"
HILAA,HILARION-Abastos,31,Gorgonzola Telino,Dairy Products,Formaggi Fortini s.r.l.,20,1,20,20,20,"250,00"
HILAA,HILARION-Abastos,57,Ravioli Angelo,Grains/Cereals,Pasta Buttini s.r.l.,20,1,20,20,20,"390,00"
HILAA,HILARION-Abastos,1,Chai,Beverages,Exotic Liquids,20,1,20,20,20,"360,00"
HILAA,HILARION-Abastos,74,Longlife Tofu,Produce,Tokyo Traders,16,1,16,16,16,"128,00"
HILAA,HILARION-Abastos,77,Original Frankfurter grüne Soße,Condiments,Plutzer Lebensmittelgroßmärkte AG,15,1,15,15,15,"156,00"
HILAA,HILARION-Abastos,25,NuNuCa Nuß-Nougat-Creme,Confections,Heli Süßwaren GmbH & Co. KG,15,1,15,15,15,"210,00"
HILAA,HILARION-Abastos,70,Outback Lager,Beverages,"Pavlova, Ltd.",12,1,12,12,12,"144,00"
HILAA,HILARION-Abastos,58,Escargots de Bourgogne,Seafood,Escargots Nouveaux,12,1,12,12,12,"159,00"
HILAA,HILARION-Abastos,44,Gula Malacca,Condiments,Leka Trading,10,1,10,10,10,"194,50"
HILAA,HILARION-Abastos,39,Chartreuse verte,Beverages,Aux joyeux ecclésiastiques,6,1,6,6,6,"86,40"
HILAA,HILARION-Abastos,11,Queso Cabrales,Dairy Products,Cooperativa de Quesos 'Las Cabras',5,1,5,5,5,"84,00"
HILAA,HILARION-Abastos,32,Mascarpone Fabioli,Dairy Products,Formaggi Fortini s.r.l.,4,1,4,4,4,"128,00"
HILAA,HILARION-Abastos,55,Pâté chinois,Meat/Poultry,Ma Maison,2,1,2,2,2,"38,40"
HUNGC,Hungry Coyote Import Store,73,Röd Kaviar,Seafood,Svensk Sjöföda AB,30,1,30,30,30,"450,00"
HUNGC,Hungry Coyote Import Store,20,Sir Rodney's Marmalade,Confections,"Specialty Biscuits, Ltd.",21,1,21,21,21,"1701,00"
HUNGC,Hungry Coyote Import Store,33,Geitost,Dairy Products,Norske Meierier,20,1,20,20,20,"40,00"
HUNGC,Hungry Coyote Import Store,14,Tofu,Produce,Mayumi's,15,1,15,15,15,"279,00"
HUNGC,Hungry Coyote Import Store,54,Tourtière,Meat/Poultry,Ma Maison,14,2,7,10,4,"88,80"
HUNGC,Hungry Coyote Import Store,62,Tarte au sucre,Confections,Forêts d'érables,10,1,10,10,10,"394,00"
HUNGC,Hungry Coyote Import Store,13,Konbu,Seafood,Mayumi's,10,1,10,10,10,"48,00"
HUNGC,Hungry Coyote Import Store,17,Alice Mutton,Meat/Poultry,"Pavlova, Ltd.",2,1,2,2,2,"62,40"
HUNGO,Hungry Owl All-Night Grocers,29,Thüringer Rostbratwurst,Meat/Poultry,Plutzer Lebensmittelgroßmärkte AG,150,3,50,80,10,"18568,50"
HUNGO,Hungry Owl All-Night Grocers,58,Escargots de Bourgogne,Seafood,Escargots Nouveaux,129,2,64,80,49,"1497,25"
HUNGO,Hungry Owl All-Night Grocers,59,Raclette Courdavault,Dairy Products,Gai pâturage,112,3,37,42,30,"5830,00"
HUNGO,Hungry Owl All-Night Grocers,41,Jack's New England Clam Chowder,Seafood,New England Seafood Cannery,110,2,55,80,30,"1061,50"
HUNGO,Hungry Owl All-Night Grocers,71,Flotemysost,Dairy Products,Norske Meierier,103,4,25,50,3,"1986,60"
HUNGO,Hungry Owl All-Night Grocers,31,Gorgonzola Telino,Dairy Products,Formaggi Fortini s.r.l.,85,2,42,60,25,"1000,00"
HUNGO,Hungry Owl All-Night Grocers,14,Tofu,Produce,Mayumi's,70,1,70,70,70,"1627,50"
HUNGO,Hungry Owl All-Night Grocers,65,Louisiana Fiery Hot Pepper Sauce,Condiments,New Orleans Cajun Delights,60,2,30,40,20,"1263,00"
HUNGO,Hungry Owl All-Night Grocers,30,Nord-Ost Matjeshering,Seafood,Nord-Ost-Fisch Handelsgesellschaft mbH,54,2,27,36,18,"1304,64"
HUNGO,Hungry Owl All-Night Grocers,51,Manjimup Dried Apples,Produce,"G'day, Mate",51,2,25,48,3,"2194,20"
HUNGO,Hungry Owl All-Night Grocers,9,Mishi Kobe Niku,Meat/Poultry,Tokyo Traders,50,1,50,50,50,"4850,00"
HUNGO,Hungry Owl All-Night Grocers,2,Chang,Beverages,Exotic Liquids,47,2,23,40,7,"714,40"
HUNGO,Hungry Owl All-Night Grocers,36,Inlagd Sill,Seafood,Svensk Sjöföda AB,46,2,23,40,6,"722,00"
HUNGO,Hungry Owl All-Night Grocers,32,Mascarpone Fabioli,Dairy Products,Formaggi Fortini s.r.l.,41,2,20,35,6,"1273,60"
HUNGO,Hungry Owl All-Night Grocers,40,Boston Crab Meat,Seafood,New England Seafood Cannery,40,1,40,40,40,"736,00"
HUNGO,Hungry Owl All-Night Grocers,50,Valkoinen suklaa,Confections,Karkki Oy,40,1,40,40,40,"520,00"
HUNGO,Hungry Owl All-Night Grocers,11,Queso Cabrales,Dairy Products,Cooperativa de Quesos 'Las Cabras',40,1,40,40,40,"840,00"
HUNGO,Hungry Owl All-Night Grocers,16,Pavlova,Confections,"Pavlova, Ltd.",36,1,36,36,36,"628,20"
HUNGO,Hungry Owl All-Night Grocers,76,Lakkalikööri,Beverages,Karkki Oy,35,1,35,35,35,"630,00"
HUNGO,Hungry Owl All-Night Grocers,77,Original Frankfurter grüne Soße,Condiments,Plutzer Lebensmittelgroßmärkte AG,35,1,35,35,35,"455,00"
